archivo,titulo,autor,tematica,fuente
cuento_0169.txt,El campeón de la cocción,Anonimo,princesas_y_castillos,Kaggle
cuento_0170.txt,El sendero de senderismo oculto y el heroico sabueso,Anonimo,princesas_y_castillos,Kaggle
cuento_0171.txt,El bosque encantado y el hada perdida,Anonimo,princesas_y_castillos,Kaggle
cuento_0172.txt,Penny la princesa de Penny-Wise,Anonimo,princesas_y_castillos,Kaggle
cuento_0173.txt,El búho sonámbulo,Anonimo,princesas_y_castillos,Kaggle
cuento_0174.txt,El polo tótem que habla,Anonimo,princesas_y_castillos,Kaggle
cuento_0175.txt,El misterio de las joyas de la Corona perdidas,Anonimo,princesas_y_castillos,Kaggle
cuento_0176.txt,Cuidando del abuelo,Anonimo,princesas_y_castillos,Kaggle
cuento_0177.txt,El peso de la corona,Anonimo,princesas_y_castillos,Kaggle
cuento_0178.txt,Caballero amable Kevin,Anonimo,princesas_y_castillos,Kaggle
cuento_0179.txt,El tren que habla y no puede subir las colinas,Anonimo,princesas_y_castillos,Kaggle
cuento_0180.txt,Vestidos de princesa y trajes de caballero,Anonimo,princesas_y_castillos,Kaggle
cuento_0181.txt,El viaje de senderismo y el camino peligroso,Anonimo,princesas_y_castillos,Kaggle
cuento_0182.txt,El peso de la corona,Anonimo,princesas_y_castillos,Kaggle
cuento_0183.txt,El chico que se hizo amigo de un dragón,Anonimo,princesas_y_castillos,Kaggle
cuento_0184.txt,La mochila de viaje en el tiempo y la incursión vikinga,Anonimo,princesas_y_castillos,Kaggle
cuento_0185.txt,El Castillo de Hielo derretido,Anonimo,princesas_y_castillos,Kaggle
cuento_0186.txt,La raza del barco Dragón y el tifón,Anonimo,princesas_y_castillos,Kaggle
cuento_0187.txt,La maldita corona de Eldoria,Anonimo,princesas_y_castillos,Kaggle
cuento_0188.txt,La maldición vikinga de piedra runa,Anonimo,princesas_y_castillos,Kaggle
cuento_0189.txt,El dragón del tarro de galletas,Anonimo,princesas_y_castillos,Kaggle
cuento_0190.txt,El Club de Cocina,Anonimo,princesas_y_castillos,Kaggle
cuento_0191.txt,La hormiga que amaba mirar hacia arriba,Anonimo,princesas_y_castillos,Kaggle
cuento_0192.txt,El Reino de Coral's Plea,Anonimo,princesas_y_castillos,Kaggle
cuento_0193.txt,El campamento de clase y la catástrofe de la cocina,Anonimo,princesas_y_castillos,Kaggle
cuento_0194.txt,El fantasma de la raza del barco Dragón,Anonimo,princesas_y_castillos,Kaggle
cuento_0195.txt,Escoger las píldoras brillantes,Anonimo,princesas_y_castillos,Kaggle
cuento_0196.txt,Polly la princesa pudding,Anonimo,princesas_y_castillos,Kaggle
cuento_0197.txt,El interruptor de código,Anonimo,princesas_y_castillos,Kaggle
cuento_0198.txt,La Escala Perdida del Dragón,Anonimo,princesas_y_castillos,Kaggle
cuento_0199.txt,El desastre de la danza del dragón del año nuevo chino,Anonimo,princesas_y_castillos,Kaggle
cuento_0200.txt,El secreto del Dragón de Jade,Anonimo,princesas_y_castillos,Kaggle
cuento_0201.txt,El Caballero Valiente,Anonimo,princesas_y_castillos,Kaggle
cuento_0202.txt,El perro ladrador,Anonimo,princesas_y_castillos,Kaggle
cuento_0203.txt,La princesa de fuego,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0204.txt,La Bella Duermiente,Hermanos Grimm ,princesas_y_castillos,Cuentos para Dormir
cuento_0205.txt,"Goldi, una princesa diferente",Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0206.txt,El viaje de las hijas del sultán,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0207.txt,¿Y si no fueron felices y se hartaron de perdices?,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0208.txt,Gorg el gigante,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0209.txt,La joven del bello rostro,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0210.txt,La invitación para el Gran Baile,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0211.txt,Las 7 princesas encerradas,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0212.txt,Atrapados en Tururulandia,Anonimo,princesas_y_castillos,cuentos para Dormir
cuento_0213.txt,Las princesas del lago,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0214.txt,La princesa de Floripitín,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0215.txt,La princesa sin palacio,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0216.txt,El caso de Yonohago Kaso,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0217.txt,Palacio a la fuga,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0218.txt,La grandeza de un rey,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0219.txt,El Gran Palacio de la Mentira,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0220.txt,El niño valiente y el fantasma multicolor,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0221.txt,Una flor al día,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0222.txt,El mejor guerrero del mundo,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0223.txt,Eduardo y el dragón,Anonimo,princesas_y_castillos,Cuentos para dormir
cuento_0224.txt,El príncipe respetuoso y los enanos,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0225.txt,El rey desaparecido,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0226.txt,"Adalina, el hada sin alas",Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0227.txt,El castigo más tonto,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0228.txt,Un enfado incontrolable,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0229.txt,La grandeza de un rey,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0230.txt,La espada pacifista,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0231.txt,La economía de la sonrisa,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0232.txt,El dragón nube,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0233.txt,Las obras del reino,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0234.txt,El niño que casi fue principe,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0235.txt,El príncipe Lapio,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0236.txt,El príncipe malvado,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0237.txt,El príncipe y el juguetero,Anonimo,princesas_y_castillos,Cuentos para Dormir
cuento_0238.txt,La princesa y el guisante,Hans Christian Andersen,princesas_y_castillos,Arbolabc
cuento_0239.txt,El regalo de la princesa,Carolyn Sherwin Bailey,princesas_y_castillos,Arbolabc
cuento_0240.txt,La princesa y la sal,Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0241.txt,Cuento de Blancanieves (adaptación corta),Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0242.txt,Cuento de la cenicienta (adaptación corta),Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0243.txt,Cuento de Rapunzel (adaptación corta),Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0244.txt,Cuento de la bella durmiente (adaptación corta),Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0245.txt,Cuento de la bella y la bestia (adaptación corta),Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0246.txt,El príncipe rana,Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0247.txt,Las 12 princesas bailarinas,Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0248.txt,El príncipe y la sandía,Leyenda de Vietnam,princesas_y_castillos,Arbolabc
cuento_0249.txt,Aladino y la lámpara maravillosa,Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0250.txt,El gato con botas,Paola Artmann,princesas_y_castillos,Arbolabc
cuento_0251.txt,La princesa y el reloj de las buenas noches,Anonimo,princesas_y_castillos,Humana-baby Guía para padres
cuento_0252.txt,La princesa que tenia miedo a la oscuridad,Anonimo,princesas_y_castillos,Humana-baby Guía para padres
cuento_0253.txt,La princesa del jardín de las luces dormidas,Anonimo,princesas_y_castillos,Humana-baby Guía para padres
cuento_0254.txt,La princesa y el delfín rosa del río,Anonimo,princesas_y_castillos,Humana-baby Guía para padres
cuento_0255.txt,La princesa Violeta y el Picnic Prohibido,Anonimo,princesas_y_castillos,Humana-baby Guía para padres
cuento_0256.txt,El jardín de la princesa dormilona,Anonimo,princesas_y_castillos,Humana-baby Guía para padres
cuento_0257.txt,La princesa y el jazmín,Anonimo,princesas_y_castillos,Mundo Primaria
cuento_0258.txt,El rey Pico de Tordo,Anonimo,princesas_y_castillos,Mundo Primaria
cuento_0259.txt,La leyenda de la princesa Acafala,Anonimo,princesas_y_castillos,Mundo Primaria
cuento_0260.txt,El secreto del rey Maón,Anonimo,princesas_y_castillos,Mundo Primaria
